,accommodates,availability_30,host_total_listings_count,bathrooms,bedrooms,beds,extra_people,guests_included,hos1_iden1i1y_veri0ied,ins1an1_bookable,is_loca1ion_exac1,number_of_reviews,price,host_is_superhost
1969,1,0,1,1,1,1,0,1,1,0,0,0,422,0
1970,1,30,32,2,1,3,0,1,0,1,1,21,133,0
1971,2,0,1,1,1,1,0,1,1,0,0,23,790,0
1972,5,3,7,1,2,2,100,1,1,1,0,198,978,0
1973,10,23,8,1.5,3,3,100,6,0,1,0,1,1072,0
1974,2,0,7,1,1,1,300,2,0,0,0,1,454,0
1975,10,13,8,1.5,3,3,50,6,0,1,1,103,947,0
1976,3,30,28,1,1,2,50,1,0,0,0,45,250,0
1977,4,0,2,1,1,1,300,2,1,0,0,7,798,0
1978,5,0,1,2,2,2,0,1,0,0,0,0,798,0
1979,5,0,1,2,3,3,0,1,0,0,1,1,2738,0
1980,3,15,1,1,1,2,39,2,1,0,1,5,462,0
1981,3,0,1,1,0,1,88,2,1,0,0,29,837,0
1982,2,0,1,1,0,1,0,1,1,0,1,0,548,0
1983,2,0,1,1,1,1,0,1,1,0,0,1,782,0
1984,4,0,1,1,2,2,0,1,0,0,0,5,1103,0
1985,3,0,1,1,1,2,0,1,1,0,1,0,602,0
1986,1,0,18,1,1,1,50,1,1,0,0,0,250,0
1987,2,30,1,1,1,1,0,1,0,0,1,10,994,0
1988,2,29,23,1.5,1,1,0,2,0,0,1,19,383,0
1989,2,0,1,1,0,1,0,1,1,1,1,17,751,0
1990,3,3,1,1,1,1,0,1,1,0,1,27,1001,0
1991,2,0,1,1,1,1,0,1,0,0,1,3,602,0
1992,2,0,4,1,3,1,100,1,1,0,0,53,469,0
1993,4,30,5,1,1,4,100,1,0,0,0,0,649,0
1994,2,30,5,1,1,1,100,1,0,0,0,3,399,0
1995,2,30,5,1,1,3,100,1,0,0,0,3,289,0
1996,2,0,1,1,1,1,0,1,1,0,0,7,892,0
1997,1,0,7,1,0,1,0,1,0,0,1,1,297,0
1998,1,0,1,1,1,1,0,1,1,1,0,8,203,0
1999,2,3,2,1,1,1,50,1,0,0,0,30,477,1
2000,2,0,4,1,0,1,0,1,0,0,1,0,2300,0
2001,1,29,142,1,1,1,0,1,0,0,1,0,149,0
2002,8,10,5,3,4,5,78,1,1,1,0,39,2511,0
2003,2,0,7,1,0,2,0,1,0,1,0,8,352,0
2004,2,0,1,1,0,1,0,1,1,0,1,1,767,0
2005,6,0,1,1,2,3,325,2,0,1,1,24,1080,0
2006,2,0,72,1,1,1,0,1,1,1,1,12,368,0
2007,2,29,72,1,1,2,0,1,1,1,1,18,360,0
2008,5,0,1,1,2,3,0,1,1,0,0,0,1103,0
2009,4,4,9,1,1,2,80,2,1,1,0,221,563,0
2010,2,29,10,1,1,1,0,1,1,1,1,89,297,0
2011,2,0,1,1,1,1,0,1,1,0,0,0,798,0
2012,2,0,10,1,1,1,0,1,0,0,1,14,509,0
2013,2,30,1,1,1,1,50,2,0,0,1,25,274,0
2014,1,15,15,1,1,4,0,1,0,1,1,217,172,0
2015,1,0,1,1,1,1,0,1,0,0,1,2,250,0
2016,2,26,1,1,1,1,0,1,1,0,1,84,1580,1
2017,5,2,1,1,2,3,100,4,0,0,1,108,1698,1
2018,14,20,1,4,4,8,100,8,1,0,0,81,2699,0
2019,1,26,15,1,1,4,0,1,0,1,1,150,196,0
2020,2,0,3,1,1,2,0,1,1,0,0,0,1799,0
2021,2,9,1,1,1,1,0,1,1,1,1,144,1001,0
2022,4,0,5,1,0,2,0,1,1,0,1,236,1299,1
2023,2,0,1,1,2,1,0,1,0,0,1,0,548,0
2024,2,18,3,1,1,1,0,2,0,1,0,77,454,0
2025,2,30,7,1,1,1,0,1,1,0,1,0,2738,0
2026,5,13,8,1.5,3,3,60,4,0,0,1,138,1150,0
2027,3,21,7,0.5,1,2,0,1,1,0,1,44,321,0
2028,2,0,1,1,1,1,150,2,1,0,0,8,798,0
2029,3,30,72,1,1,2,0,1,1,1,1,4,383,0
2030,4,0,72,1,1,3,0,1,1,1,1,26,602,0
2031,1,8,10,1,1,1,0,1,0,0,0,0,203,0
2032,1,0,72,1,1,1,0,1,1,1,1,38,399,0
2033,3,4,1,1,1,1,100,2,0,0,1,36,571,0
2034,5,0,1,2,3,4,391,5,0,0,1,8,1565,0
2035,3,0,72,1,1,2,0,1,1,1,1,22,493,0
2036,4,0,72,1,1,3,0,1,1,1,1,15,602,0
2037,3,0,72,1,1,2,0,1,1,1,1,30,493,0
2038,2,29,10,1,1,1,0,1,0,1,1,65,516,0
2039,6,0,34,2,3,3,200,3,0,0,1,53,1400,0
2040,4,0,1,1,3,3,0,1,1,0,1,0,1784,0
2041,10,10,23,1,3,4,180,6,0,0,0,137,1283,0
2042,1,0,13,1,1,1,0,1,0,1,0,21,227,0
2043,2,0,1,1,1,1,0,1,1,0,1,18,1353,0
2044,2,0,1,1,1,1,0,1,0,0,1,10,649,1
2045,2,30,5,1,1,2,100,1,0,0,0,1,454,0
2046,4,30,3,1,2,2,0,2,1,0,1,0,1494,0
2047,3,20,2,1,2,2,235,2,1,0,0,5,1799,0
2048,2,29,2,1,1,1,391,1,1,0,1,9,743,0
2049,3,24,10,1,1,2,0,1,0,0,0,73,579,0
2050,2,28,10,1,1,2,0,1,0,1,0,27,477,0
2051,4,5,1,1,2,2,391,2,1,0,1,6,1565,0
2052,1,24,3,1,2,1,0,1,0,0,0,38,282,0
2053,7,0,1,1.5,3,4,0,1,0,0,0,0,1502,0
2054,2,15,22,1,1,1,0,1,0,1,0,205,579,1
2055,3,13,22,1,1,2,100,2,0,1,0,223,696,1
2056,1,22,22,1,1,1,0,1,0,1,0,230,454,1
2057,1,0,1,1,0,1,0,1,0,0,1,0,1956,0
2058,1,30,10,1,1,1,0,1,0,0,1,3,235,0
2059,2,14,2,1,1,1,100,1,1,1,1,61,399,1
2060,3,3,16,1,0,1,550,2,0,0,1,54,1197,0
2061,2,0,1,1,1,1,0,1,0,0,1,0,1197,0
2062,2,21,5,1,1,1,0,1,0,0,1,10,454,0
2063,2,0,3,1,1,1,0,1,0,0,1,12,1267,0
2064,5,30,7,1,1,2,0,1,0,0,0,13,884,0
2065,1,0,1,0.5,1,1,0,1,0,1,1,6,313,0
2066,2,24,11,1,1,1,0,1,1,1,1,105,399,0
2067,4,30,3,1,1,1,0,1,1,0,1,1,853,0
2068,2,30,3,1,1,1,0,1,1,0,0,0,923,0
2069,4,22,3,1,1,1,250,4,1,1,1,63,2504,1
2070,2,30,3,1,1,1,0,1,0,0,1,4,1400,0
2071,3,0,2,1,2,2,0,1,0,0,1,0,501,0
2072,3,8,19,1,1,1,100,2,1,0,1,10,602,0
2073,2,8,9,1,0,1,80,2,1,1,0,229,462,0
2074,4,10,9,1,1,2,80,2,1,1,0,243,540,0
2075,2,18,11,1,1,1,0,1,1,1,1,188,297,0
2076,1,17,22,1,1,1,0,1,0,1,0,232,422,1
2077,16,28,18,2,3,14,150,10,0,0,0,21,2284,0
2078,5,30,18,0.5,1,5,150,4,0,0,0,36,587,0
2079,4,0,1,2,2,2,0,1,0,1,1,0,751,0
2080,1,0,2,1,1,1,0,1,1,0,0,27,243,0
2081,2,20,1,1,0,1,0,1,0,1,1,276,524,0
2082,2,29,142,1,1,1,0,1,0,0,1,0,227,0
2083,3,11,1,1,2,2,0,1,1,0,0,2,798,0
2084,2,0,6,1,1,2,0,1,0,0,1,7,1001,0
2085,2,0,1,1,1,1,0,1,0,0,1,6,462,0
2086,2,0,1,1,1,1,0,1,1,1,1,1,454,0
2087,2,0,1,1,1,2,250,2,0,0,0,10,548,0
2088,2,0,1,1,1,1,0,1,0,0,1,9,978,0
2089,2,0,1,1,1,1,0,1,0,0,1,0,352,0
2090,6,11,1,1,2,3,0,6,1,1,1,73,1260,1
2091,2,27,8,1,1,1,0,1,0,1,0,148,399,1
2092,2,28,1,1,1,1,0,2,1,0,1,122,994,0
2093,1,0,1,1,0,1,0,1,0,0,1,1,422,0
2094,4,9,3,1,2,2,300,2,1,0,1,135,1494,1
2095,2,17,1,1,0,1,0,1,0,1,1,278,524,1
2096,1,29,1,1,1,1,400,1,1,0,0,1,798,0
2097,2,22,1,1,0,1,0,1,0,1,1,324,548,0
2098,2,0,1,1,1,1,0,1,1,0,0,2,868,0
2099,3,1,3,1,1,2,300,3,1,1,1,6,1502,0
2100,2,1,3,1,1,2,150,1,1,1,1,115,352,0
2101,2,0,3,1,1,1,100,1,1,1,1,37,477,0
2102,1,0,101,1,0,1,0,1,0,0,1,1,297,0
2103,4,0,1,1,2,2,0,1,1,0,0,0,947,0
2104,3,0,1,1,1,1,200,4,1,1,1,48,454,0
2105,2,30,10,1,1,1,0,1,0,1,0,29,462,0
2106,2,27,10,1,1,1,0,1,0,1,0,63,516,0
2107,2,30,10,1,1,1,0,1,0,0,0,24,516,0
2108,2,28,10,1,1,2,0,1,0,1,0,24,477,0
2109,2,30,10,1,1,2,0,1,0,0,0,28,454,0
2110,2,30,10,1,1,2,0,1,0,1,0,8,477,0
2111,1,0,2,0.5,1,1,0,1,0,0,1,0,548,0
2112,2,0,1,1,0,1,0,1,1,0,1,17,509,0
2113,16,22,22,1,3,5,100,10,1,1,0,110,1580,0
2114,6,0,1,1,2,3,0,5,1,1,0,0,814,0
2115,2,3,2,1,0,1,0,2,1,0,1,142,876,1
2116,5,0,34,2,3,3,200,3,0,0,1,29,1400,0
2117,8,29,48,3,1,8,900,1,0,1,1,62,203,0
2118,5,0,3,1,2,2,100,3,1,0,1,3,900,0
2119,1,0,2,1,1,1,0,1,1,0,0,2,133,0
2120,2,3,16,1,1,1,0,1,0,0,0,33,391,0
2121,5,0,1,1,2,2,0,1,1,1,0,5,696,0
2122,2,29,5,1,1,1,0,1,0,0,1,8,454,0
2123,1,30,10,1,1,1,100,1,0,0,0,1,250,0
2124,4,21,19,1,1,2,1000,4,0,1,1,13,798,0
2125,2,30,15,1,1,2,100,2,1,1,1,28,297,0
2126,1,0,10,1,1,1,0,1,0,0,0,0,313,0
2127,2,0,7,1,0,1,0,1,0,0,1,5,282,0
2128,2,11,5,1,1,1,0,1,0,1,1,126,297,0
2129,2,30,16,1,1,1,0,2,1,1,1,3,798,0
2130,1,30,16,1,1,1,0,1,1,1,1,2,493,0
2131,4,22,15,1,1,2,100,4,1,1,1,34,477,0
2132,2,30,11,1,1,1,0,1,1,1,0,48,399,0
2133,6,29,2,1,2,6,0,1,1,0,0,27,1690,0
2134,4,22,1,1,1,2,0,1,0,0,0,61,798,0
2135,2,30,11,1,1,1,0,1,1,1,0,4,399,0
2136,2,0,11,1,1,1,0,1,1,1,0,17,399,0
2137,2,30,11,1,1,1,0,1,1,1,0,31,399,0
2138,1,30,11,1,1,1,0,1,1,1,0,5,352,0
2139,1,0,1,2,1,1,0,1,1,0,0,5,243,0
2140,2,27,2,1,1,1,0,1,1,0,1,5,1322,0
2141,1,23,2,1,1,2,300,1,0,0,1,0,696,0
2142,1,30,14,8,1,8,0,1,0,0,1,80,172,0
2143,1,29,15,1,1,1,100,1,0,1,1,14,203,0
2144,2,30,15,1,1,2,100,1,0,0,1,40,282,0
2145,1,30,11,1,1,1,0,1,1,1,0,6,329,0
2146,3,30,11,1,1,2,0,1,1,1,0,2,579,0
2147,3,30,11,1,1,2,0,1,1,1,0,12,579,0
2148,3,30,11,1,1,2,0,1,1,1,0,11,579,0
2149,12,6,6,2,3,6,0,1,0,0,1,54,1752,0
2150,2,0,2,1,1,1,0,1,0,0,1,0,297,0
2151,1,0,1,1,1,1,0,1,0,0,0,0,329,0
2152,4,0,2,1,1,2,0,1,1,0,1,4,821,0
2153,4,30,11,1,1,2,0,1,1,1,0,43,681,0
2154,4,30,11,1,1,2,0,1,1,1,0,16,681,0
2155,2,8,1,1,0,1,100,2,1,0,0,29,892,1
2156,1,29,27,1,1,1,0,1,0,0,1,4,282,0
2157,9,13,13,2,3,5,120,4,1,1,1,167,1400,1
2158,3,0,1,1,2,2,132,2,1,0,1,25,1142,1
2159,1,29,101,1,0,1,0,1,0,0,1,2,297,0
2160,10,13,23,1,3,4,180,5,0,0,0,133,1283,0
2161,2,30,4,1,1,2,150,1,0,0,0,6,352,0
2162,1,29,4,1,1,1,100,1,0,0,0,52,227,0
2163,1,0,1,1,0,1,117,1,0,0,1,1,430,0
2164,7,22,17,1,2,4,100,4,0,0,1,14,853,0
2165,4,28,2,1,2,2,0,1,1,0,0,11,1197,0
2166,2,0,2,1,0,1,132,1,0,0,1,5,305,0
2167,3,0,2,1,2,2,200,3,0,0,1,11,759,0
2168,2,0,1,1,1,1,208,1,0,0,0,1,900,0
2169,1,30,7,1,1,1,0,1,0,1,1,19,243,0
2170,6,30,10,1,1,1,120,1,0,0,0,18,117,0
2171,2,0,1,1,1,1,0,1,1,0,1,0,399,0
2172,2,0,1,1,0,1,0,1,1,0,1,6,399,0
2173,2,11,28,1,1,1,0,1,1,1,1,30,1134,1
2174,2,8,28,1,1,1,0,1,1,1,0,113,11360,1
2175,1,0,1,1,1,1,0,1,0,1,0,3,203,0
2176,2,25,15,1,1,1,100,2,1,0,1,37,266,0
2177,3,26,28,1,1,2,0,1,1,1,1,8,1134,1
2178,4,0,1,1,2,2,0,1,0,0,0,5,696,0
2179,3,30,9,1,1,1,0,1,0,0,1,7,399,0
2180,2,0,1,1,0,1,0,1,0,0,0,2,352,0
2181,5,0,1,2.5,2,2,1000,4,1,0,0,7,2996,0
2182,6,1,2,1,2,3,130,4,1,0,0,160,782,1
2183,2,27,2,1,1,1,652,1,0,1,0,0,1502,0
2184,3,0,1,1,0,1,0,1,0,0,1,0,501,0
2185,8,8,22,1,2,4,70,4,1,1,0,183,1080,0
2186,2,0,1,1,1,1,1150,2,1,0,0,3,900,0
2187,2,0,1,1,1,1,0,1,0,0,1,22,853,0
2188,4,0,1,1,2,2,0,1,1,0,1,5,790,0
2189,2,0,1,1,1,1,0,1,1,0,1,0,602,0
2190,2,0,1,1,1,1,0,1,1,0,1,3,477,0
2191,5,1,1,1,2,3,90,2,0,0,0,64,728,1
2192,2,0,1,2,0,2,250,2,1,0,1,5,1244,0
2193,4,10,1,1,1,2,0,1,1,0,1,101,1604,1
2194,2,0,1,1,1,2,0,1,1,0,1,0,853,0
2195,2,0,2,1,1,1,0,1,1,0,1,0,1048,0
2196,4,30,1,2,2,2,500,4,0,1,1,0,3497,0
2197,2,0,1,1,2,1,0,1,1,1,1,2,649,0
2198,2,0,1,1,1,1,0,1,1,0,1,0,548,0
2199,2,0,1,1,1,1,100,1,0,1,1,7,688,0
2200,1,29,142,1,1,1,0,1,0,0,1,1,211,0
2201,12,0,13,2,4,6,100,9,1,0,1,23,1964,0
2202,2,30,6,1,1,1,0,1,0,0,1,0,994,0
2203,3,30,6,1,1,2,0,1,0,0,1,0,1103,0
2204,2,21,1,1,1,1,0,1,1,1,0,1,501,0
2205,4,30,6,1,1,2,0,1,0,0,1,1,1408,0
2206,2,0,1,1,1,1,0,1,0,1,1,0,399,0
2207,2,0,2,1,0,1,0,1,1,0,1,1,900,0
2208,3,8,1,1,1,1,0,2,0,0,1,82,1001,1
2209,2,0,1,1,1,1,0,1,0,0,1,0,853,0
2210,2,29,2,1,2,2,600,2,1,0,1,15,900,1
2211,3,22,8,1,1,3,0,1,0,1,1,6,548,0
2212,3,30,7,1,1,2,0,1,0,1,1,63,383,0
2213,1,22,3,1,0,1,100,1,0,1,1,242,383,1
2214,1,0,1,1,1,1,0,1,1,0,1,1,399,0
2215,8,2,13,2,3,5,120,4,1,1,1,125,1322,1
2216,4,0,1,2,3,3,0,1,1,0,0,0,649,0
2217,2,19,1,1,0,1,0,1,0,1,0,310,548,0
2218,2,20,1,1,0,1,0,1,0,1,0,237,454,0
2219,1,20,14,8,1,8,0,1,0,0,1,139,102,0
2220,6,0,1,2,2,3,0,1,1,0,1,0,2003,0
2221,1,0,2,1,1,1,0,1,1,0,0,1,297,0
2222,2,14,1,1,0,1,0,1,0,1,0,295,501,0
2223,2,0,1,1,1,1,0,1,0,0,1,2,595,0
2224,2,0,1,1,1,1,0,1,0,0,1,3,688,0
2225,2,0,1,1,0,1,0,1,0,0,1,13,712,0
2226,4,0,1,1,1,2,0,1,1,0,1,0,1001,0
2227,2,0,1,1,1,1,0,1,0,1,1,1,900,0
2228,2,0,1,1,0,1,0,1,1,1,1,54,798,0
2229,3,16,5,1,1,2,0,1,0,0,1,134,649,0
2230,3,30,10,1,0,1,175,2,1,1,0,70,509,0
2231,4,0,1,1,1,4,100,1,0,0,0,40,501,0
2232,2,29,7,1,1,1,0,1,0,1,1,62,250,0
2233,2,30,7,1,1,1,0,1,0,1,1,24,258,0
2234,4,30,28,1,2,2,50,1,0,0,1,43,399,0
2235,3,28,37,1,1,2,0,1,1,1,1,80,798,0
2236,4,30,37,1,1,2,0,1,1,1,1,118,1001,0
2237,3,30,37,1,1,2,0,1,1,1,1,50,798,0
2238,4,30,37,1,1,2,0,1,1,1,1,19,1001,0
2239,6,0,1,2,3,3,0,1,0,1,1,0,1197,0
2240,3,28,37,1,1,2,0,1,1,1,1,7,602,0
2241,3,30,37,1,1,2,0,1,1,1,1,15,696,0
2242,4,0,1,1.5,2,1,0,1,0,0,1,0,454,0
2243,3,19,15,1,1,3,100,3,1,1,1,64,454,0
2244,2,0,1,1,0,1,0,1,1,0,1,0,430,0
2245,2,7,2,2,3,2,150,4,0,0,0,26,1001,0
2246,2,29,15,1,1,1,100,2,1,1,1,90,344,0
2247,1,0,1,0.5,1,1,0,1,0,0,1,0,78,0
2248,3,0,1,1,2,2,0,1,1,0,1,2,352,0
2249,2,0,1,1,1,1,0,1,1,0,0,0,751,0
2250,2,0,1,1,1,1,0,1,0,0,1,0,602,0
2251,2,0,1,1,1,1,80,1,0,0,0,4,399,0
2252,3,0,7,1,1,2,100,1,0,1,1,2,383,0
2253,2,0,7,1,1,1,100,1,0,1,1,5,250,0
2254,2,0,7,1,1,2,100,1,0,1,1,2,258,0
2255,3,0,7,1,1,2,100,1,0,1,1,10,297,0
2256,2,0,1,1,1,1,0,1,1,0,0,5,696,0
2257,2,0,1,1,0,1,0,1,0,0,1,8,587,0
2258,4,0,2,1,1,1,70,2,0,1,0,6,1103,0
2259,2,0,2,1,1,1,150,1,1,0,0,2,250,0
2260,3,0,1,1,1,2,0,1,1,0,1,0,1056,0
2261,4,0,1,1,0,1,150,1,0,0,1,6,548,0
2262,4,0,1,1,2,2,0,1,1,0,1,3,798,0
2263,1,0,2,1,1,1,180,1,1,1,1,3,243,0
2264,1,0,1,1,1,1,0,1,0,0,1,0,501,0
2265,1,0,1,1,1,1,0,1,0,0,1,0,501,0
2266,3,8,16,1,1,2,100,1,0,1,1,1,602,0
2267,1,30,16,2,1,1,0,1,0,0,1,3,399,0
2268,1,0,2,1,1,1,0,1,1,0,1,4,250,0
2269,6,28,1,1,2,2,69,2,1,0,0,8,720,0
2270,2,0,1,1,1,1,0,1,0,0,1,0,696,0
2271,1,25,16,1,1,1,0,1,0,1,0,0,399,0
2272,3,8,11,1,1,2,100,3,0,0,1,1,383,0
2273,2,28,15,1,1,2,100,2,1,1,1,47,297,0
2274,2,4,16,1,1,1,100,2,0,1,0,3,352,0
2275,2,30,9,1,1,1,0,1,0,0,1,11,297,0
2276,4,0,1,1.5,1,2,0,1,1,0,0,8,1299,0
2277,2,30,1,1,1,2,50,2,0,0,0,15,336,0
2278,2,17,15,1,1,2,100,2,1,1,1,101,282,0
2279,4,27,1,1,2,3,0,4,1,1,1,210,900,0
2280,2,6,1,1,1,1,0,1,0,0,0,4,548,0
2281,1,30,1,0,1,1,0,1,0,0,1,1,947,0
2282,2,28,2,1,1,1,0,1,0,0,0,0,696,0
2283,4,0,1,2,2,2,600,1,1,1,0,10,1400,0
2284,8,29,1,4,4,4,1000,8,1,0,0,14,8004,0
2285,2,0,1,1,1,2,0,1,0,0,1,0,454,0
2286,2,30,16,1,1,2,0,1,0,0,1,95,258,0
2287,2,30,1,1,1,1,0,1,0,0,0,0,1001,0
2288,6,28,6,1,1,3,0,1,1,0,1,14,1784,1
2289,1,0,1,0.5,1,1,0,1,1,0,1,0,172,0
2290,3,0,2,1,1,2,55,1,0,1,1,34,587,0
2291,2,0,1,1,1,2,0,1,0,0,1,0,415,0
2292,2,0,1,2,0,1,0,1,1,0,1,6,602,0
2293,2,28,10,1,0,1,0,1,0,0,1,18,501,0
2294,2,0,1,1,1,1,0,1,0,0,1,0,1001,0
2295,1,0,1,1,1,1,0,1,0,1,0,5,399,0
2296,5,3,1,2,3,3,0,1,1,0,0,5,1792,0
2297,2,0,1,1,1,1,0,1,0,0,0,2,383,0
2298,6,0,1,2,2,2,250,4,1,0,0,47,2003,1
2299,2,0,1,1,0,1,0,1,0,0,1,17,759,0
2300,4,9,2,2,2,2,150,4,0,0,1,35,900,0
2301,3,10,11,1,1,2,391,2,1,0,1,13,1087,0
2302,4,0,1,1,2,4,88,2,1,0,0,6,861,0
2303,4,29,2,5,5,2,158,1,0,1,1,48,297,0
2304,16,19,1,8,1,16,0,1,0,0,1,0,313,0
2305,3,20,1,1,1,1,0,1,1,0,1,2,696,0
2306,2,28,2,1,1,1,0,1,0,1,0,54,399,1
2307,6,7,2,1,3,4,100,5,1,1,1,159,1197,0
2308,4,21,5,2,2,3,0,1,0,0,0,27,1181,1
2309,3,11,1,1,0,1,100,2,1,0,0,144,861,0
2310,7,24,23,1,2,3,100,5,0,0,0,97,1080,0
2311,1,0,16,1,1,1,0,1,1,1,0,2,602,0
2312,2,0,1,1,1,2,0,1,1,1,1,79,313,0
2313,10,11,20,2,3,5,200,3,0,0,1,40,1666,0
2314,1,0,1,0.5,1,1,0,1,0,0,1,1,313,0
2315,3,8,2,1,0,1,0,1,0,0,0,154,1283,1
2316,8,0,1,3,4,7,0,1,0,0,1,0,3129,0
2317,2,29,9,1,1,2,100,1,0,0,0,4,501,0
2318,4,29,1,1,0,4,313,2,1,1,0,32,1017,1
2319,4,0,1,1,1,2,0,1,1,0,0,0,618,0
2320,4,0,1,1,2,2,0,1,1,1,1,6,876,0
2321,8,13,29,1,2,4,160,3,1,1,1,159,1283,0
2322,2,0,101,1,0,2,0,1,0,0,1,1,383,0
2323,3,0,1,1,1,1,0,1,1,0,0,0,548,0
2324,3,0,2,2,3,1,0,1,1,0,1,0,634,0
2325,1,0,1,1,1,1,0,1,0,0,1,0,180,0
2326,2,0,1,1,2,1,0,1,1,1,0,9,1166,0
2327,2,0,1,1,1,2,0,1,0,0,0,0,336,0
2328,5,0,1,1.5,2,2,0,1,1,0,1,64,798,1
2329,2,0,1,2.5,3,2,0,1,1,0,1,0,78,0
2330,1,29,4,1,1,1,0,1,0,0,1,0,297,0
2331,2,0,1,1,1,1,0,1,1,0,1,0,900,0
2332,1,29,3,1,1,1,0,1,0,0,1,0,422,0
2333,2,0,1,1,0,1,0,1,0,1,1,1,548,0
2334,6,0,23,1,2,3,100,5,1,0,1,4,1197,0
2335,2,0,1,1,1,1,250,2,1,0,1,9,501,0
2336,1,0,1,1,1,1,0,1,0,0,0,0,391,0
2337,2,21,2,1,1,2,0,1,0,0,0,57,1479,0
2338,10,25,9,1,2,4,0,1,1,0,0,98,1698,0
2339,4,0,1,1,2,3,0,1,0,0,1,0,1502,0
2340,2,0,1,1,1,1,0,1,1,0,1,24,602,0
2341,2,0,1,0.5,1,1,0,1,0,1,1,0,352,0
2342,2,0,1,1,1,1,0,1,1,0,0,0,602,0
2343,3,0,1,1,1,1,0,1,0,1,1,0,1197,0
2344,2,0,2,1,1,1,0,1,1,0,1,14,219,0
2345,2,0,1,1,2,2,0,1,0,0,0,17,649,0
2346,8,28,23,1,2,4,120,5,0,0,0,109,1001,0
2347,2,29,1,1,1,1,300,2,0,0,0,28,829,0
2348,5,0,1,2,3,3,0,1,1,0,1,0,1588,0
2349,8,0,1,3,4,5,0,1,1,0,1,1,2996,0
2350,2,0,1,1,1,1,0,1,0,0,1,0,751,0
2351,1,0,1,1,1,1,1000,1,1,0,0,0,196,0
2352,2,10,19,1,1,2,0,2,1,0,1,8,454,1
2353,1,30,1,1,1,1,0,1,1,0,0,0,297,0
2354,2,1,19,1,1,1,0,2,1,0,1,5,383,1
2355,2,30,72,1,1,2,0,1,1,1,1,18,297,0
2356,5,0,1,1,2,5,0,1,0,0,1,0,587,0
2357,2,29,5,1,1,1,0,1,1,1,1,148,399,0
2358,2,0,19,1,1,1,0,1,1,0,1,8,329,1
2359,2,30,28,1,1,1,50,1,0,0,0,59,297,0
2360,4,0,1,1,1,1,0,1,1,0,1,21,1048,0
2361,2,0,1,1,1,1,0,1,0,1,0,1,751,0
2362,1,0,1,0.5,1,1,0,1,0,0,1,0,321,0
2363,2,0,1,1,0,1,0,1,1,0,1,1,391,0
2364,2,0,1,1,1,1,0,1,0,1,0,13,352,0
2365,3,16,1,1,1,1,120,2,1,0,0,28,501,0
2366,2,0,2,1,1,1,0,1,1,0,0,2,493,0
2367,2,0,1,1,1,2,88,1,0,0,1,3,1142,0
2368,2,26,10,1,0,1,0,1,1,1,0,118,399,0
2369,2,0,1,1,1,1,250,2,1,0,1,2,548,0
2370,2,0,3,1,0,1,0,2,0,0,1,14,790,0
2371,2,0,1,1,1,2,0,1,1,1,0,0,2504,0
2372,2,29,19,1,1,1,1000,2,0,1,1,13,501,0
2373,2,0,2,1,1,2,300,1,1,1,1,4,501,0
2374,2,0,2,1,1,2,300,1,1,1,1,8,454,0
2375,7,21,3,2,2,5,235,4,1,0,1,1,3098,1
2376,5,0,1,1,2,2,0,1,1,0,1,0,2801,0
2377,2,19,19,1,1,1,1000,2,0,1,1,92,501,0
2378,1,30,142,1,1,1,0,1,0,0,1,0,227,0
2379,2,0,1,1,1,1,0,1,0,0,1,0,344,0
2380,4,1,1,1,1,1,0,1,0,0,0,7,602,0
2381,1,0,1,1,1,1,0,1,0,0,1,0,454,0
2382,2,23,1,1,1,1,0,1,0,0,0,10,602,0
2383,8,17,7,2,3,5,57,8,0,0,0,24,775,0
2384,6,30,7,2,1,6,93,1,0,1,0,110,94,0
2385,2,30,1,1,1,1,0,1,0,0,0,0,9999,0
2386,2,0,1,1,0,1,117,1,0,0,1,12,430,0
2387,2,29,19,1,1,2,1000,2,0,1,1,32,602,0
2388,2,29,19,1,1,2,1000,2,0,1,1,16,602,0
2389,6,6,1,1,2,2,0,1,1,0,1,4,1103,0
2390,2,14,28,1,1,1,80,2,1,1,0,63,477,1
2391,4,0,1,1,2,3,0,1,1,0,1,0,649,0
2392,2,0,2,1,1,2,0,1,1,0,1,3,649,0
2393,2,30,1,1.5,2,2,0,1,1,0,1,0,62002,0
2394,1,0,2,1,0,1,0,1,1,0,0,2,602,0
2395,4,0,1,1,2,2,0,1,1,0,1,0,501,0
2396,2,0,1,1,1,2,0,1,0,0,1,0,501,0
2397,2,0,1,1,1,2,0,1,1,0,1,0,696,0
2398,8,24,48,3,1,8,900,1,0,1,1,35,203,0
2399,2,9,1,1.5,1,2,140,1,0,1,1,143,454,1
2400,8,29,48,3,1,8,900,1,0,1,1,92,203,0
2401,2,0,1,1,1,2,100,1,0,0,1,27,219,0
2402,4,0,1,1,2,2,0,1,1,1,0,53,712,0
2403,2,0,1,1,0,1,0,1,1,1,0,2,649,0
2404,2,30,5,1,1,2,0,1,0,0,1,7,9999,0
2405,1,0,5,1,1,1,0,1,0,0,1,22,9999,0
2406,2,30,5,1,1,2,0,1,0,0,1,1,9999,0
2407,1,29,1,1,1,1,0,1,0,0,1,5,501,0
2408,2,0,1,2,1,1,0,1,0,0,1,0,1001,0
2409,1,23,12,1,1,1,0,1,0,1,1,11,274,0
2410,2,21,12,1,1,2,100,2,0,1,1,2,352,0
2411,2,0,1,1,0,2,0,1,0,1,1,0,352,0
